images_name,sentiment category,sentiment degree,intention detection,offensiveness detection,metaphor occurrence,metaphor category,target domain,source domain,target modality,source modality,Language
E_image_ (2448).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,you,seal,text,image,EN
E_image_ (1926).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1337).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1263).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2480).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3278).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (696).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,image dominant,Winnie the Pooh,Xi Jinping,image,image,EN
E_image_ (3518).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2332).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (118).jpg,6(hate),2(moderately),4(offensive),1(slightly),1,text dominant,money;power,time;money,text,text,EN
E_image_ (2927).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3006).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3192).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2163).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (74).jpg,3(anger),3(very),2(expressive),0(non-offensive),1,complementary,US;people,cat;mouse,text,image,EN
E_image_ (3455).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (543).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,USB,US bee,image,text,EN
E_image_ (78).jpg,5(fear),3(very),4(offensive),2(moderately),1,complementary,Texas;COVID19,cat;outdoor scene,text,image,EN
E_image_ (2294).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (209).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),1,complementary,me;Spongebob meme format;internet,Spongebob squarepants;food;arm,text,image,EN
E_image_ (3099).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1012).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1147).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3049).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (566).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,puppet;master,Malcolm Turnbull;hand,text,image,EN
E_image_ (1394).jpg,7(surprise),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1995).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1421).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (977).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2238).jpg,3(anger),2(moderately),2(expressive),2(moderately),1,complementary,you,frog,text,image,EN
E_image_ (1097).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),1,complementary,you,cat,text,image,EN
E_image_ (540).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,wishes,fishes,text,complementary,EN
E_image_ (845).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (589).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,window,eyes,text,text,EN
E_image_ (62).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,me;his hairy balls,blue decoration;red decoration,text,image,EN
E_image_ (2536).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3886).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (3174).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (132).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,complementary,Bugs bunny memes;Tom memes,cat;rabbit,text,image,EN
E_image_ (1365).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,blanket,roll paper,complementary,image,EN
E_image_ (2847).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (172).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,Family Backlogs job;Dreams;Me,log;tire;man,text,image,EN
E_image_ (3534).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (810).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),1,complementary,you,cat,text,image,EN
E_image_ (3755).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1314).jpg,1(happiness),2(moderately),1(interactive),1(slightly),0,,,,,,EN
E_image_ (1553).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1620).jpg,2(love),1(slightly),3(entertaining),1(slightly),0,,,,,,EN
E_image_ (1003).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),1,text dominant,dish,revenge,text,text,EN
E_image_ (42).jpg,5(fear),1(slightly),2(expressive),1(slightly),1,complementary,me;someone,duck;hand,text,image,EN
E_image_ (90).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,knowledge,book,text,image,EN
E_image_ (231).jpg,2(love),3(very),2(expressive),0(non-offensive),1,text dominant,language,kindness,text,text,EN
E_image_ (2672).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1309).jpg,4(sorrow),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3609).jpg,3(anger),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2807).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2612).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,Thanos,kid,image,image,EN
E_image_ (2409).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3770).jpg,1(happiness),1(slightly),4(offensive),3(very),0,,,,,,EN
E_image_ (2827).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1619).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1702).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (895).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (523).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,bird,banana,complementary,image,EN
E_image_ (3586).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3607).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (995).jpg,6(hate),3(very),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2569).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1182).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3923).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),1,complementary,you,man,text,image,EN
E_image_ (1266).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (643).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,woundplast;wound,memes;all my life problems,image,text,EN
E_image_ (1044).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2133).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3533).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2702).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1508).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2985).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2825).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,threat,Artificial Intelligence,text,text,EN
E_image_ (2494).jpg,3(anger),1(slightly),2(expressive),2(moderately),0,,,,,,EN
E_image_ (2457).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1902).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1764).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2272).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2124).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1108).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (624).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,life;me,athlete;ball,text,image,EN
E_image_ (724).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,me;my mom,cat;woman,text,image,EN
E_image_ (2371).jpg,4(sorrow),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2703).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1315).jpg,4(sorrow),1(slightly),5(other),0(non-offensive),0,,,,,,EN
E_image_ (3892).jpg,3(anger),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2217).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (3040).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3378).jpg,7(surprise),3(very),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2118).jpg,4(sorrow),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1510).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3026).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1146).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1232).jpg,2(love),3(very),3(entertaining),0(non-offensive),1,complementary,youth;socialism;capitalism,man;woman;woman,text,image,EN
E_image_ (3975).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1261).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3200).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3262).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2647).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3664).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3524).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1851).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (986).jpg,2(love),1(slightly),1(interactive),1(slightly),0,,,,,,EN
E_image_ (795).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,wisdom,head,text,text,EN
E_image_ (2493).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1262).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1086).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,fish,cat,complementary,image,EN
E_image_ (1721).jpg,4(sorrow),2(moderately),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2289).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1439).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3220).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2752).jpg,3(anger),2(moderately),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (1835).jpg,6(hate),2(moderately),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (1202).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2366).jpg,3(anger),1(slightly),4(offensive),1(slightly),1,complementary,black children,orangutan,text,image,EN
E_image_ (410).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,internet;life goals,pit;rainbow,text,image,EN
E_image_ (2864).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),1,complementary,me;battlefield 1;infinite warfare,man;woman;woman,text,image,EN
E_image_ (1797).jpg,1(happiness),3(very),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2270).jpg,7(surprise),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (3047).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1312).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2501).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1429).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1843).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2000).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,text dominant,call,pooping,text,text,EN
E_image_ (295).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),1,complementary,my mom,human skeleton,text,image,EN
E_image_ (2127).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1025).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,text dominant,aliens,red dot,text,text,EN
E_image_ (1391).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3740).jpg,4(sorrow),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3701).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3589).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1717).jpg,7(surprise),1(slightly),3(entertaining),1(slightly),0,,,,,,EN
E_image_ (3691).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3638).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),1,complementary,struggle,wall,text,image,EN
E_image_ (512).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,dessert,cat,text,image,EN
E_image_ (2033).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (194).jpg,6(hate),1(slightly),4(offensive),3(very),1,complementary,making memes;being worried;AMERICA,dextroversion;vertical;car,text,image,EN
E_image_ (1283).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,cans,porcelain,image,image,EN
E_image_ (1540).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3809).jpg,3(anger),2(moderately),3(entertaining),0(non-offensive),1,complementary,idiot sandwich,woman,text,image,EN
E_image_ (1559).jpg,4(sorrow),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2469).jpg,3(anger),2(moderately),2(expressive),1(slightly),0,,,,,,EN
E_image_ (3641).jpg,7(surprise),1(slightly),1(interactive),0(non-offensive),1,complementary,me;some lady;my girlfriend,man;woman;woman,text,image,EN
E_image_ (2500).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,two way street,loyalty,text,text,EN
E_image_ (454).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,a hell of drug,cocain,text,text,EN
E_image_ (429).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,trash,your opinion,image,text,EN
E_image_ (2313).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (914).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),1,complementary,baby,Mr.Bean,text,image,EN
E_image_ (1273).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (531).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,image dominant,sushi,cat,image,image,EN
E_image_ (3909).jpg,6(hate),2(moderately),1(interactive),1(slightly),0,,,,,,EN
E_image_ (3057).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2079).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3937).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3752).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1255).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3368).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2227).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,penguin,cat,text,image,EN
E_image_ (1511).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2072).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2388).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3748).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (196).jpg,1(happiness),1(slightly),4(offensive),1(slightly),1,complementary,Android,mosaic,text,image,EN
E_image_ (3145).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (505).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,organization;potential customers;loyal customers,man;woman;woman,text,image,EN
E_image_ (3880).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (269).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,image dominant,human,watermelon,image,image,EN
E_image_ (2696).jpg,7(surprise),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2722).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,you,mouse,text,image,EN
E_image_ (296).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,complementary,a historical tangent;con law professor,laser dot;cat,text,image,EN
E_image_ (266).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,image dominant,human,orange,image,image,EN
E_image_ (2092).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1071).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3835).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1925).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1730).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3503).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3528).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1691).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3430).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1435).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (707).jpg,1(happiness),1(slightly),4(offensive),1(slightly),1,text dominant,heaven,marriage,text,text,EN
E_image_ (2870).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3233).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2737).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),1,complementary,me drinking one glass of water;my dehydrated body,man;woman,text,image,EN
E_image_ (996).jpg,6(hate),2(moderately),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1102).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1497).jpg,7(surprise),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1801).jpg,3(anger),2(moderately),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2464).jpg,3(anger),1(slightly),4(offensive),2(moderately),0,,,,,,EN
E_image_ (675).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,electricity,tea,complementary,text,EN
E_image_ (3286).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (974).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (247).jpg,2(love),1(slightly),5(other),0(non-offensive),1,text dominant,wish,weed,text,complementary,EN
E_image_ (2868).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (815).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1203).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (392).jpg,1(happiness),2(moderately),5(other),0(non-offensive),1,complementary,ice cream,snow,text,image,EN
E_image_ (277).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,image dominant,human,watermelon,image,image,EN
